"category","id","name","price","stock","ean","sku","brand","url","image"
"Zenélő kiságyforgó","15325501424002","Chicco semleges Rainbow projektoros kiságyforgó","19990.00","11","8058664149254","CHICZ-0935","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-semleges-rainbow-projektoros-kisagyforgo-chicz-0935","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-14238.jpg?v=1777105166"
"Baba csörgő","15325504340354","Chicco süni szenzoros baba csörgő","2990.00","0","8058664165889","CHICZ-1233","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-suni-szenzoros-baba-csorgo-chicz-1233","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-17063.jpg?v=1777105304"
"Készségfejlesztő játék","15325504373122","Chicco színes rakosgató piramis játék","3990.00","0","8058664176984","CHICZ-16300","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-szines-rakosgato-piramis-jatek-chicz-16300","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-17154.jpg?v=1777105305"
"Baba csörgő","15325504176514","Chicco tapadókorongos 2 az 1-ben baba csörgő","3990.00","0","8058664170876","CHICZ-1221","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-tapadokorongos-2-az-1-ben-baba-csorgo-chicz-1221","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16876.jpg?v=1777105290"
"Etetőszék játék","15325504307586","Chicco tapadókorongos forgó játék etetőszékre","3990.00","20","8058664104536","CHICZ-32","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-tapadokorongos-forgo-jatek-etetoszekre-chicz-32","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16971.jpg?v=1777105301"
"Baba csörgő","15325501555074","Chicco teknős fényes zenélő csörgő","4990.00","3","8058664165858","CHIC-7305","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-teknos-fenyes-zenelo-csorgo-chic-7305","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-14307.jpg?v=1777105171"
"Baba csörgő","15325502439810","Chicco Tulip ECO+ baba csörgő","2990.00","2","8058664163397","CHIC-7310","CHICCO TOYS","https://toysland-9695.myshopify.com/products/chicco-tulip-eco-baba-csorgo-chic-7310","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-15741.jpg?v=1777105216"
"Játszószőnyeg","15322392887682","Cirkuszos multifunkciós játszószőnyeg babáknak","15990.00","86","","TOYZ-1116","TOYZ","https://toysland-9695.myshopify.com/products/tobbfunkcios-keszsegfejleszto-jatszoszonyeg-cirkusz","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16109_e23d7cbc-c655-4c48-8508-c8e4289fd1f9.jpg?v=1776797803"
"Zenélő plüss babajáték","15322393117058","Coco koala zenélő plüss babajáték","4990.00","11","","ON-850","BABYONO","https://toysland-9695.myshopify.com/products/zenelo-doboz-alvoka-babaknak","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16199_0c3a730d-84c5-4f3b-b543-f6853608a5c1.jpg?v=1776797812"
"Játszószőnyeg","15322392953218","Dínós multifunkciós játszószőnyeg babáknak","15990.00","0","","TOYZ-1118","TOYZ","https://toysland-9695.myshopify.com/products/tobbfunkcios-keszsegfejleszto-jatszoszonyeg-dinoszauruszok","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16111_95f85cc6-6007-4b61-afd3-bcab3cfc46e5.jpg?v=1776797806"
"Éjszakai fény és altató játék","15322389840258","Dreamlight éjszakai fény babaszobába","7990.00","2","","CHICZ-051","CHICCO TOYS","https://toysland-9695.myshopify.com/products/dreamlight-night-vilagos","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-10714_c8bd3fea-40e7-450e-afa5-51c42e0c6b12.jpg?v=1776797720"
"Interaktív fejlesztő játék","15322391085442","Elefántos játék telefon fejlesztő babajáték","1990.00","13","","TOYZ-9004","TOYZ","https://toysland-9695.myshopify.com/products/interaktiv-keszsegfejleszto-baba-jatek-phone-elefant","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-13892_1bd457a7-d580-4104-9f5b-9240d623fbd2.jpg?v=1776797753"
"Játszószőnyeg","15322393051522","Elefántos multifunkciós játszószőnyeg babáknak","15990.00","169","","TOYZ-1120","TOYZ","https://toysland-9695.myshopify.com/products/tobbfunkcios-keszsegfejleszto-jatszoszonyeg-elephants","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16113_9fdd1fa6-d5a9-4a1b-bbd2-1c27e6ae68df.jpg?v=1776797809"
"Plüss babajáték","15322389217666","Elefántos sípolós velúr plüss játék babáknak","4990.00","0","","ON-316","BABYONO","https://toysland-9695.myshopify.com/products/pluss-sipolo-jatek-babaknak-elefant","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-1343_c9a4a028-c92b-4d23-bb24-96b72599757d.jpg?v=1776797701"
"Zenélő fejlesztő játék","15322394493314","Első xilofon zenélő fejlesztő játék gyerekeknek","4990.00","5","","CHICZ-16370","CHICCO TOYS","https://toysland-9695.myshopify.com/products/fa-xilofon-hangszer-gyerekeknek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-17155_7130b973-e8ab-4c22-9ac0-1868f6482bcb.jpg?v=1776797858"
"Fürdőjáték","15322390888834","Farmos fürdőjáték szett babáknak","1990.00","27","","AKUKU-6901","AKUKU","https://toysland-9695.myshopify.com/products/furdojatek-szett-kadba-farm-a0168","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-13868_4cb4d6bb-712c-41a4-a0e3-83e68749f389.jpg?v=1776797748"
"Zenélő fejlesztő játék","15322391216514","Farmos játék zongora fejlesztő babajáték","3990.00","383","","TOYZ-9000","TOYZ","https://toysland-9695.myshopify.com/products/interaktiv-keszsegfejleszto-baba-jatek-farm-piano","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-13895_11f49a90-db27-452d-9872-c0602131d01f.jpg?v=1776797756"
"Akasztós babajáték","15322392428930","Fekete fehér akasztós cica plüss babajáték","2990.00","23","","AKUKU-99994","AKUKU","https://toysland-9695.myshopify.com/products/babakocsi-logo-jatek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-15633_4809227e-9cb0-48b4-8047-d5826e6a3a39.jpg?v=1776797789"
"Szenzoros labda","15322390528386","Fekete fehér puha szenzoros baba labda szett, 4 db","2990.00","11","","AKUKU-6930","AKUKU","https://toysland-9695.myshopify.com/products/a0469-puha-sensory-balls-fekete-feher-4-db","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-11921_306f6821-9531-43e7-90be-7faadf9e6076.jpg?v=1776797738"
"Spirálos babakocsi játék","15322393248130","Fekete fehér rókás spirálos fejlesztő babajáték","4990.00","351","","SILLOZ-0350","SENSILLO","https://toysland-9695.myshopify.com/products/keszsegfejleszto-spiral-babakocsira-roka","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16535_b872ffc1-de45-43ed-a15f-69b04d7b5b71.jpg?v=1776797818"
"Akasztós babajáték","15322390757762","Fekete fehér tehén akasztós plüss babajáték","2990.00","25","","AKUKU-14031","AKUKU","https://toysland-9695.myshopify.com/products/felakaszthato-pluss-jatek-babakocsira-cow_black-feher","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-12690_ff2fe0e4-3f03-453f-99b6-cf9be337fee5.jpg?v=1776797744"
"Baba csörgő","15295041470850","Fisher-Price: Rázd meg és ragyogj! – Szenzoros Napocska csörgő","4990.00","1","","","ToysLand","https://toysland-9695.myshopify.com/products/fisher-price-razd-meg-es-ragyogj-szenzoros-napocska-csorgo","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/Nevtelenterv_74.jpg?v=1773567172"
"Készségfejlesztő játék","15322393575810","Formaválogató kocka fejlesztő játék gyerekeknek","3990.00","342","","TOYZ-9027","TOYZ","https://toysland-9695.myshopify.com/products/formabedobo-kocka-keszsegfejleszto-jatek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16841_dcc720c5-424b-41ae-bd9b-2df3ebed7a25.jpg?v=1776797826"
"Fürdőjáték","15322389381506","Fürdőjáték szett babáknak, 4 db","1990.00","32","","AKUKU-69","AKUKU","https://toysland-9695.myshopify.com/products/furdojatek-szett-kadba-4-db","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-2211_ad616aff-6a46-4f97-a55f-07057358ab83.jpg?v=1776797705"
"Fürdőjáték","15322389414274","Fürdőjáték szett babáknak, 5 db","1990.00","43","","AKUKU-690","AKUKU","https://toysland-9695.myshopify.com/products/furdojatek-szett-kadba-5-db","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-2212_49ddaa39-f7a2-445f-826b-f930c9f5e910.jpg?v=1776797707"
"Mozgásfejlesztő játék","15322391675266","Golf Safari 3 az 1-ben fejlesztő játék gyerekeknek","5990.00","0","","CHICZ-1638","CHICCO TOYS","https://toysland-9695.myshopify.com/products/162468-golf-szafari-3in1","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-14350_861bb205-ff7a-4840-933d-b5f0de1ca6fb.jpg?v=1776797769"
"Mozgásfejlesztő játék","15322394034562","Hippi bébitaxi gyerekeknek","7990.00","0","","CHICZ-1832","CHICCO TOYS","https://toysland-9695.myshopify.com/products/bebitaxi-gyerekeknek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16878_e415f100-512d-4bf7-8ed9-74286c17cb01.jpg?v=1776797844"
"Játszószőnyeg","15322392985986","Indián mintás multifunkciós játszószőnyeg babáknak","15990.00","34","","TOYZ-1119","TOYZ","https://toysland-9695.myshopify.com/products/tobbfunkcios-keszsegfejleszto-jatszoszonyeg-indianok","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16112_4251a209-cb94-4879-82fa-45a353dd0a35.jpg?v=1776797808"
"Interaktív fejlesztő játék","15322392691074","Játék fényképezőgép babáknak","12990.00","1","","CHICZ-1841","CHICCO TOYS","https://toysland-9695.myshopify.com/products/interaktiv-zenelo-fenykepezogep-jatek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-15768_b5229697-e8c4-431d-a67a-1d82d7081f4e.jpg?v=1776797796"
"Interaktív fejlesztő játék","15322391380354","Játék kontroller fejlesztő babajáték","2990.00","124","","TOYZ-9011","TOYZ","https://toysland-9695.myshopify.com/products/interaktiv-keszsegfejleszto-baba-jatek-controller","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-14207_4c863ba6-3e24-41f8-9eaa-54f3dd64f70c.jpg?v=1776797761"
"Interaktív fejlesztő játék","15322391118210","Játék kormány fejlesztő babajáték","3990.00","239","","TOYZ-9006","TOYZ","https://toysland-9695.myshopify.com/products/interaktiv-keszsegfejleszto-baba-jatek-steering-wheel","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-13894_9f2a60a3-31b4-4e7b-be99-13bdf7b3386a.jpg?v=1776797754"
"Interaktív fejlesztő játék","15322392297858","Játék távirányító fejlesztő babajáték","2990.00","60","","TOYZ-9012","TOYZ","https://toysland-9695.myshopify.com/products/interaktiv-keszsegfejleszto-baba-jatek-remote-control","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-15622_21d8f130-bf53-4313-81d1-e74af3559abd.jpg?v=1776797784"
"Játékok","15262884987266","KalandTáska – Montessori Matatókönyv és Táska (Képernyőmentes Fejlesztő Játék) - Dinoszaurusz kék","9990.00","100","","","ToysLand","https://toysland-9695.myshopify.com/products/kalandtaska-montessori-matatokonyv-es-taska-kepernyomentes-fejleszto-jatek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/kalandtaska-montessori-matatotaska-toysland.png?v=1770544712"
"Játékok","15262884987266","KalandTáska – Montessori Matatókönyv és Táska (Képernyőmentes Fejlesztő Játék) - Sellő rózsaszín","9990.00","99","","","ToysLand","https://toysland-9695.myshopify.com/products/kalandtaska-montessori-matatokonyv-es-taska-kepernyomentes-fejleszto-jatek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/kalandtaska-montessori-matatotaska-toysland.png?v=1770544712"
"Éjszakai fény és altató játék","15322390036866","Kék Good Night maci éjszakai fény","8990.00","4","","CHICZ-06115","CHICCO TOYS","https://toysland-9695.myshopify.com/products/079711-goodnight-maci-kek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-10840_3ab9aa73-88a1-4ef4-935e-9dc6c4a90cb0.jpg?v=1776797728"
"Plüss babajáték","15322393870722","Kék plüss maci babáknak","9990.00","2","","CHICZ-12463","CHICCO TOYS","https://toysland-9695.myshopify.com/products/184637-teddy-maci-kek","https://cdn.shopify.com/s/files/1/0935/7620/0578/files/product-16869_ed4fbcad-1230-4770-812a-1ae861df2dba.jpg?v=1776797839"
